API链接,Update_Time,Author,API名称,API描述,API Popularity,API Latency,API Service Level
https://rapidapi.com/vedicrishi/api/horoscope-match-making/, 2 years ago , Chandan Tiwari ,Horoscope Match Making,"Match-Making made easier with Vedic Rishi Astro Match APIs. These APIs provides various details and reports of horoscopes of a boy and girl matched according to Vedic Astrology. This considers the Ashtakoota points, detailed analysis along with Rajju, Vedha and Manglik Match reports.",9.5,244 ms,100%
https://rapidapi.com/vedicrishi/api/basic-horoscope-and-numerology/, 2 years ago , Chandan Tiwari ,Basic Horoscope and Numerology,Vedic Rishi Free APIs for Basic Astrological and Horoscope Details along with numerous Numerological details. It also provides panchang or hindu/indian calendar details.,9.8,274 ms,100%
https://rapidapi.com/HealThruWords/api/universal-inspirational-quotes/, 2 years ago , HealThruWords ,Universal Inspirational Quotes,"Display on your website, widget or app Inspirational Images, Motivational Pictures, Healing Quotes and more.",9.5,511 ms,100%
https://rapidapi.com/Glavier/api/online-code-compiler/, 4 months ago , Glavier ,Online Code Compiler,Online code compiler API in 75+ languages. Integrate the code compiler API into your applications/sites simply and quickly.,9.7,"1,543 ms",100%
https://rapidapi.com/apininjas/api/facts-by-api-ninjas/, 6 months ago , API Ninjas Team ,Facts by API-Ninjas,Get endless interesting facts. See more info at https://api-ninjas.com/api/facts.,9.7,340 ms,98%
https://rapidapi.com/elisbushaj2/api/youtube-mp310/, a month ago , Elis ,YouTube MP3,Download YouTube MP3.,9.5,"2,537 ms",98%
https://rapidapi.com/fdis-fdis-default/api/aka1/, 10 days ago , FDIS ,Aka,Aka api,9.7,712 ms,99%
https://rapidapi.com/mrsonj/api/random-username-generate/, a year ago , Sonj ,Random Username Generate,"If you need a random username for a website or application, then Ugener is the perfect choice for millions of random ideas.",9.6,405 ms,100%
https://rapidapi.com/duckduckgo/api/duckduckgo-zero-click-info/, 2 years ago , duckduckgo ,DuckDuckGo Zero-click Info,"DuckDuckGo Zero-click Info includes topic summaries, categories, disambiguation, official sites, !bang redirects, definitions and more. You can use this API for many things, e.g. define people, places, things, words and concepts; provides direct links to other services (via !bang syntax); list related topics; and gives official sites when available.",9.5,85 ms,100%
https://rapidapi.com/dev-8SMIA-cJK/api/quotes-diffusion/, 4 days ago , Nara Wira Digital ,Quotes Diffusion,"The ""Quotes Diffusion"" API provides users with a vast collection of curated popular quotes from around the world. It includes 56,394 quotes, spanning 1,963 topics, from 10,920 authors. The API also generates background images based on keywords from the quotes using text-to-image diffusion models.",9.5,200 ms,100%
https://rapidapi.com/divineapi/api/daily-horoscope3/, 4 months ago , divineapi ,Daily Horoscope,"The Daily Horoscope API provides the daily horoscope for all 12 zodiac signs, including fun trivia. It covers 6 categories: Personal Life, Professional Life, Health, Emotions, Travel, and Luck. You can view the horoscope for Yesterday, Today, and Tomorrow. The fun trivia includes Daily Cosmic Tips, Zodiac Couple's Compatibility, Lucky Number, Lucky Color, and a Description of the Sun Sign for the day. Sign up for a 7-day trial on the Divine API website to access the API with your unique API key.",9.7,831 ms,100%
https://rapidapi.com/a0m0rajab/api/quran-com/, 10 months ago , a0m0rajab ,Quran Com,The default API of Quran.com website,9.6,125 ms,100%
https://rapidapi.com/Alejandro99aru/api/horoscope-astrology/, 22 days ago , Alejandro99aru ,Horoscope Astrology,"The Horoscope API Server provides daily horoscope predictions for all zodiac signs. Users can access the API to retrieve daily astrological forecasts for their specific sun sign, as well as general horoscope information for the entire zodiac. The API is designed to be simple and easy to use, allowing developers to integrate horoscope content into their own applications and websites. The predictions are generated using algorithms that consider the position of the planets and other astrological...",9.9,613 ms,98%
https://rapidapi.com/webarjos/api/horoscope-api/, a year ago , ARJOS Web Development ,Horoscope API,"Horoscope API - Professional Horoscopes as a simple JSON API - Access 12 horoscopes every day, written by professional astrologers. Important: Only Portuguese (PT) language is currently available.",9.7,"1,888 ms",98%
https://rapidapi.com/cnumr-cnumr-default/api/ecoindex/, a year ago , CnumR ,Ecoindex,This API provides an easy way to analyze websites with Ecoindex. You have the ability to: - Make a page analysis - Define screen resolution - Save results to a DB - Retrieve results - Limit the number of request per day for a given host This API is built on top of ecoindex-python with FastAPI,9.5,757 ms,100%
https://rapidapi.com/Gil%20Test/api/urltest/, 2 years ago , Gil Test ,URLTEST,"This is a sample server Petstore server. You can find out more about Swagger at [http://swagger.io](http://swagger.io) or on [irc.freenode.net, #swagger](http://swagger.io/irc/). For this sample, you can use the api key `special-key` to test the authorization filters.",9.2,842 ms,100%
https://rapidapi.com/nicholasjohn/api/churchapp/, 2 years ago , nicholasjohn ,ChurchApp,Connect to ChurchApp using an API key provided by ChurchApp support.,8.8,74 ms,100%
https://rapidapi.com/ipeirotis/api/readability-metrics/, a year ago , Panos Ipeirotis ,Readability Metrics,"This API can be used to compute a set of readability metrics for a given text. We currently support the following metrics: Automated Readability Index, Coleman-Liau Index, Flesch–Kincaid Grade Level, Flesch Reading Ease, Gunning-Fog Index, SMOG score, and SMOG Index. The service is deployed at Google App Engine and available at https://ipeirotis-hrd.appspot.com/ The code and documentation are available on Github at https://github.com/ipeirotis/ReadabilityMetrics",9.4,881 ms,98%
https://rapidapi.com/jaagravseal03/api/codex7/, 9 months ago , Jaagrav Seal ,CodeX,"Compile your codes written in Java, C++, C, etc completely for free with this open source API!",9.2,724 ms,100%
https://rapidapi.com/apininjas/api/baby-names-by-api-ninjas/, 6 months ago , API Ninjas Team ,Baby Names by API-Ninjas,"Popular and unique baby name name generator for boys, girls, and gender-neutral names. See more info at https://api-ninjas.com/api/babynames",9.4,329 ms,84%
https://rapidapi.com/apininjas/api/bucket-list-by-api-ninjas/, 6 months ago , API Ninjas Team ,Bucket List by API-Ninjas,Get inspired with thousands of innovative bucket list ideas. See more info at https://api-ninjas.com/api/bucketlist.,8.6,456 ms,100%
https://rapidapi.com/mrsonj/api/receive-sms-online/, a year ago , Sonj ,Receive SMS Online,Protect your phone number from spam messages with SMSer. All Number country US +1,9.1,"1,169 ms",62%
https://rapidapi.com/shamsnaamir-32gE-cqV5A7/api/hafez/, 2 years ago , Shams ,Hafez,Get Your Hafez Fal,9.1,"2,012 ms",97%
https://rapidapi.com/mc1206matt/api/linear-program-solver/, a year ago , Matthew Coombes ,Linear Program Solver,Solves Mixed-Integer Linear Programs using the simplex method.,8.8,"2,926 ms",100%
https://rapidapi.com/soulver-soulvercloud/api/evaluate-expression/, 2 years ago , Soulver ,Evaluate expression,Multi-purpose natural language calculator,9.4,380 ms,100%
https://rapidapi.com/alreadycoded/api/similar-sites-finder/, 3 months ago , alreadycoded ,Similar Sites Finder,"This API can provide similar sites data of about 800,000 top websites.",8.5,"1,647 ms",100%
https://rapidapi.com/xtsea/api/userbot3/, 2 months ago , xtsea ,userbot,Ryuzaki Library,8.5,"3,084 ms",100%
https://rapidapi.com/lduran2-CvRRB1hLBCj/api/dogbreeds/, 2 years ago , Luis Duran ,DogBreeds,An API showing all dog breeds and your characteristics,9.3,"1,613 ms",100%
https://rapidapi.com/erel95/api/ai-endpoint/, 10 months ago , Erel Biran ,AI endpoint,This endpoint will give you answer to any question,8.9,7 ms,100%
https://rapidapi.com/loganamundson12/api/password-strength-tester/, 2 months ago , Techmode5 ,PASSWORD STRENGTH TESTER,This api will test the strength of almost any password.,8.8,"1,494 ms",100%
https://rapidapi.com/adriancardoza/api/node-express-api-tutorial/, 9 months ago , Adrian Cardoza ,Node Express API Tutorial,"An API that allows users to be stored, retrieved, and deleted from a database.",8.6,"27,738 ms",100%
https://rapidapi.com/giordano0alberti-e50D9-3izcS/api/words-to-numbers/, a year ago , Giordano Alberti ,Words to numbers,API to convert natural language words into numbers. Currently available in english and italian and limited to billions,9.1,618 ms,100%
https://rapidapi.com/wahrcoder-wahrcoder-default/api/most-exclusive-api/, 4 days ago , WahrCoder ,Most Exclusive API,Be exclusive ! Only one requester at a time gets access to exclusive content. Exclusiveness is passed on 5 min after it was assigned. The caller that is first to request the api after the previous exclusiveness expired gets exclusive access to the API.,,,
https://rapidapi.com/ItachiCrypto/api/athproject2/, a month ago , ItachiCrypto ,AthProject,AthProject,8.8,83 ms,78%
https://rapidapi.com/valengguerra-Pkt5FuIg07/api/goodreads-books/, 7 months ago , VG-APIs ,Goodreads Books,Get data from the most famous book collection on the web.,8.9,"3,036 ms",100%
https://rapidapi.com/pragmavant-pragmavant-default/api/pragmavantapi/, 2 years ago , Pragmavant ,PragmavantApi,Practical API for streamlined business and cloud applications.,9.2,"1,850 ms",82%
https://rapidapi.com/karanp41-eRiF1pYLK1P/api/world-of-quotes/, 9 months ago , Krishan Pal ,World of Quotes,"API returns over 50,000+ famous quotes from over 10,000+ great authors and over 350+ different categories.",9.1,"2,688 ms",100%
https://rapidapi.com/navitimejapan-navitimejapan/api/for-claris-totalnavi/, 2 years ago , NAVITIMEJAPAN ,For Claris totalnavi,Claris Connect連携用のサービスです。徒歩＋公共交通のルート検索を行うために利用いたします。,8.5,769 ms,100%
https://rapidapi.com/arthurdewitte/api/html-to-image2/, 2 years ago , Arthur De Witte ,HTML to image,"Easily convert HTML content to a PNG, JPG, JPEG, SVG, and BMP!",8.9,7 ms,100%
https://rapidapi.com/dhyantanna-0ViP6CNgGOi/api/d99-multipurpose-api-free/, 4 months ago , dhyan tanna ,D99 Multipurpose Api - Free,A free-to-use multipurpose api that can be easily utilised in any application,,,
https://rapidapi.com/hoangdaicntt/api/vpn-gate/, a year ago , Đại Hoàng ,VPN GATE,"VPN Gate Academic Experiment Project is an online service as an academic research at Graduate School of University of Tsukuba, Japan. The purpose of this research is to expand the knowledge of ""Global Distributed Public VPN Relay Servers"" . Why VPN Gate? You can take these advantages by using VPN Gate: You can get through the government's firewall to browse restricted web sites (e.g. YouTube). You can disguise your IP address to hide your identity while surfing the Internet. You can prot...",9.2,"2,379 ms",97%
https://rapidapi.com/navitimejapan-navitimejapan/api/for-claris-map/, 2 years ago , NAVITIMEJAPAN ,For Claris map,Claris Connect連携用のサービスです。地図表示を行うために利用します。,8.8,496 ms,100%
https://rapidapi.com/navitimejapan-navitimejapan/api/for-claris-car/, 2 years ago , NAVITIMEJAPAN ,For Claris car,Claris Connect連携用のサービスです。自動車のルート検索を行うために利用します。,9.1,642 ms,100%
https://rapidapi.com/fdis-fdis-default/api/k4sada/, 10 days ago , FDIS ,K4sada,K4sada API,9.2,"1,670 ms",98%
https://rapidapi.com/BFG9000/api/powerball9/, a month ago , BFG9000 ,Powerball,"The Powerball Lottery Data API is a comprehensive and up-to-date resource for accessing historical data related to the Powerball lottery in the United States. This API offers a wealth of information, spanning from the year 2010 to the present, allowing users to retrieve data on Powerball drawings, winning numbers, and more.",8.5,123 ms,100%
https://rapidapi.com/escotia/api/erictestpet/, 2 years ago , escatia ,erictestpet,test api for pet store,9.3,538 ms,100%
https://rapidapi.com/zarraamedali/api/dictionary29/, 2 years ago , Zara Daly ,Dictionary,Dictionary,8.6,42 ms,100%
https://rapidapi.com/vass4ov/api/gram/, 2 years ago , vasil ,gram,grammar4u,8.6,407 ms,100%
https://rapidapi.com/techtic.naitik/api/supper_app/, 2 years ago , Naitik Mulashiya ,supper_app,What’s for Supper? app helps users by providing them with a means to figure out what can be cooked based on entering the available ingredients in the household WFS? is presented with an animated video splash screen intro page upon open WFS? users can register through the app or through authentic Facebook login WFS? aims to be a free app trial for 30 days and offers an In-App Purchase of $.99 cents for full use of the app including additional In-App Purchases for more features GPS Integration will allow users directions to all nearby supermarkets and groceries What’s for Supper? Allows users to create custom family and allergy profiles WFS? camera feature will allow users to snap photos of food that can be added to the app for determining best dishes to make including recipes and nutritional information WIFI or Data connection is required for What’s for Supper? real time results,8.9,402 ms,100%
https://rapidapi.com/LucidCloudSolutions/api/south-african-id-no-validator/, 2 years ago , LucidCloudSolutions ,South African ID No Validator,This does a simple validation on a South African ID Number.,9.3,259 ms,100%
https://rapidapi.com/Jaap/api/cardsearch/, 2 years ago , Jaap ,Cardsearch,"Magic the Gathering card, set and Dutch price information. Each api call is required to provide a authentication key. You can request one by email, it's free by the way info@cardsearch.nl Each api call can provide an additional parameter ""format"" with values ""json"",""xml"", ""csv"" or ""table"". Json is the default format. Example GET http://api.cardsearch.nl/v1/sets?key=demo&format=xml",8.8,348 ms,100%
https://rapidapi.com/ajith/api/verify-email-address/, 9 months ago , Ajith Joseph ,Verify email address,Validate email addresses and confirm their existence with our API. Quickly and easily verify email IDs across any domain with this powerful tool.,9.0,52 ms,100%
https://rapidapi.com/troyhunt/api/have-i-been-pwned/, 2 years ago , troyhunt ,Have I been pwned,"The ""Have I been pwned?"" service allows you to search for accounts (usernames and email addresses) that have appeared in data breaches that the attackers have made public.",8.8,968 ms,100%
https://rapidapi.com/community/api/shapeways/, 2 years ago , community ,Shapeways,"Shapeways.com is the world's leading 3D Printing marketplace and community. We harness 3D Printing to help everyone make and share designs with the world, making product design more accessible, personal, and inspiring.",9.0,503 ms,100%
https://rapidapi.com/similarsitecheck/api/similarsites/, 2 years ago , similarsitecheck ,Similarsites,"Similarsitecheck is a free and open search engine to find similar and related websites. Our specially developed similarity algorithm Similarsitecheck helps to find alternative webpages. We provide an API for developers or whoever would like to use our data. It's free to get started using the API. There is a rate limit of 5,000 queries per day. If you expect to exceed that, please get in touch with us. Input a domain and receive an output of 20 similar websites with title, description, domainpower, website language and their similarity score.",8.9,599 ms,100%
https://rapidapi.com/funlake/api/frimann/, 2 years ago , funlake ,Frimann,This is a API for Frímann rental system. The goal is to provide complete access to all of Frímann's functions for our clients.,8.9,119 ms,100%
https://rapidapi.com/thefosk/api/heck-yes-markdown/, 2 years ago , thefosk ,Heck Yes Markdown,Markdownifier,,,
https://rapidapi.com/opt-nc-opt-nc-default/api/ridet-nc/, 5 months ago , OPT-NC for developers ,Ridet NC,API permettant d'obtenir les informations sur une entreprise ou un établissement en Nouvelle-Calédonie,9.1,866 ms,100%
https://rapidapi.com/siddsarkar/api/favicon-finder1/, a year ago , siddsarkar ,favicon-finder,Parses favicons for a given URL,8.5,588 ms,85%
https://rapidapi.com/arvind.joshi/api/sample-app-config-json/, 2 years ago , Arvind ,sample-app-config.json,version,,,
https://rapidapi.com/Allscamreports/api/scam-reports-from-real-victims/, 2 years ago , Allscamreports ,Scam Reports from real victims,All Scam Reports is an online help community that focuses on helping the victims of fraud by offering several scam reports and complete assistance in recovering funds.,8.8,"3,583 ms",100%
https://rapidapi.com/jaarvis-jaarvis-default/api/jaarvis-whatsapp-messaging/, 6 months ago , jaarvis ,Jaarvis-Whatsapp-Messaging,"The WhatsApp Message Sender API allows you to effortlessly send personalized messages to WhatsApp users. With this API, you can easily integrate WhatsApp messaging functionality into your applications, websites, or services, enabling you to engage with your users in a convenient and familiar way.",8.7,"85,538 ms",33%
https://rapidapi.com/tinkumajhi3001/api/dog-api/, a year ago , tinkumajhi3001 ,Dog API,Do you care about accessing free images of dogs on the internet? Do you want your dog pictures to be served at lightning fast speed with 99.999% uptime? Do you care about DaaS (Dogs as a Service)? Help us pay our hosting bills and ensure that Dog API stays free to access and use for everyone. We'll even gift you an executive business tie for your pet (or small child) to say thanks.,9.3,357 ms,100%
https://rapidapi.com/ashutoshjha2020/api/location-search/, 2 years ago , ashutoshjha2020 ,Location Search,Find the india state city loctaion and pincode,8.9,"1,698 ms",100%
https://rapidapi.com/onkimnilicu/api/mycar/, 3 months ago , L. Jones ,MyCar,Vehicle information Malaysia,9.2,"11,029 ms",100%
https://rapidapi.com/Jonak-Adipta-Kalita/api/jak_api/, 2 years ago , Jonak Adipta Kalita ,JAK_API,A API made by Jonak Adipta Kalita!!,9.1,28 ms,100%
https://rapidapi.com/divineapi/api/coffee-cup-reading/, 4 months ago , divineapi ,Coffee Cup Reading,"Experience the Coffee Cup Reading API: Accurate predictions, and thought-provoking symbols for present, near, and distant future. A magnet for Millennials and Gen Z.",9.2,435 ms,100%
https://rapidapi.com/dev-8SMIA-cJK/api/typography/, 4 days ago , Nara Wira Digital ,Typography,"A curated (120+) typeface combinations from Google Fonts, including details about tones, types, styles, and categories. The API also includes configurations for font sizes, letter spacing, and line heights, allowing developers and designers to create engaging and visually appealing content.",8.8,702 ms,100%
