API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
Create sms,https://rapidapi.com/porselvan/api/create-sms/,create-sms.p.rapidapi.com,GET:entries,it will give entries of the users.,,[{}],[{}]
Send SMS (Tier 1),https://rapidapi.com/samehsilim/api/send-sms-tier-1/,send-sms-tier-1.p.rapidapi.com,GET:Send SMS,Send SMS,default,"[{'参数名': ['ToNumber', 'Body'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
Simple 2FA SMS,https://rapidapi.com/jedibassist/api/simple-2fa-sms/,simple-2fa-sms.p.rapidapi.com,POST:Send 2FA SMS,Send a 2FA SMS to a valid US/Canadian phone number.,,[{}],[{}]
Phone Number Analyzer,https://rapidapi.com/bpt22/api/phone-number-analyzer/,phone-number-analyzer.p.rapidapi.com,POST:Analyze Phone Number,Analyze Phone Number,,[{}],[{}]
Phone Number Analyzer,https://rapidapi.com/bpt22/api/phone-number-analyzer/,phone-number-analyzer.p.rapidapi.com,POST:Find Phone Number In Text,Find Phone Number In Text,,[{}],[{}]
Phone Number Analyzer,https://rapidapi.com/bpt22/api/phone-number-analyzer/,phone-number-analyzer.p.rapidapi.com,POST:Hide Phone Number In Text,Hide Phone Number In Text,,[{}],[{}]
Easy 2FA SMS,https://rapidapi.com/21zoo/api/easy-2fa-sms/,easy-2fa-sms.p.rapidapi.com,POST:Send 2FA SMS,Send a 2FA to a US/Canada phone number. It will create a 6-digit code for you and return the code in the API response so you can verify it.,,[{}],[{}]
SMS,https://rapidapi.com/hashamaly/api/sms151/,sms151.p.rapidapi.com,GET:send,use this to send the sms.,,[{}],"[{'参数名': ['number', 'group', 'contact', 'send_at'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['', '', '', '']}]"
Temporary Email Generator,https://rapidapi.com/vikashkhati007/api/temporary-email-generator/,temporary-email-generator.p.rapidapi.com,GET:Get (Inbox/Messages) Data,"Please enter your email address in the provided email box without any spaces. Once you've done so, you will be able to view the messages you have received in your mailbox",,"[{'参数名': ['email'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Temporary Email Generator,https://rapidapi.com/vikashkhati007/api/temporary-email-generator/,temporary-email-generator.p.rapidapi.com,GET:Get Random Email,"The first endpoint allows you to generate random email addresses. Each time you access the following URL, you will receive a new random email address:",,[{}],[{}]
sms-exchange,https://rapidapi.com/waelzamouri/api/sms-exchange/,sms-exchange.p.rapidapi.com,POST:send-sms,simply send you sms in france with our API !,,[{}],[{}]
PhoneNumberValidate,https://rapidapi.com/larroyouy70/api/phonenumbervalidate/,phonenumbervalidate.p.rapidapi.com,GET:ValidateTest,Validate any phone number from any country. For testing purposes only.,,[{}],"[{'参数名': ['country'], '参数类型': ['STRING'], '参数注意事项': ['Format: ISO 3166-1 alpha-2 code\nRemark: in capital letters.\nOptional if the number parameter starts with the + symbol\nFormato: ISO 3166-1 alpha-2 code\nObservación: en mayúsculas.\nOpcional si el parametro number comienza con el símbolo +']}]"
PhoneNumberValidate,https://rapidapi.com/larroyouy70/api/phonenumbervalidate/,phonenumbervalidate.p.rapidapi.com,GET:Validate,Validate any phone number from any country.,,[{}],"[{'参数名': ['country'], '参数类型': ['STRING'], '参数注意事项': ['Format: ISO 3166-1 alpha-2 code\nRemark: in capital letters.\nOptional if the number parameter starts with the + symbol\nFormato: ISO 3166-1 alpha-2 code\nObservación: en mayúsculas.\nOpcional si el parametro number comienza con el símbolo +']}]"
Go-Messenger,https://rapidapi.com/yusufzai12397/api/go-messenger/,go-messenger.p.rapidapi.com,POST:Send Message,a simple body tag is all you need to send message.,,[{}],[{}]
Go-Messenger,https://rapidapi.com/yusufzai12397/api/go-messenger/,go-messenger.p.rapidapi.com,DELETE:Delete User Message,delete a user's message by using user id.,,[{}],[{}]
Go-Messenger,https://rapidapi.com/yusufzai12397/api/go-messenger/,go-messenger.p.rapidapi.com,GET:Read Single Message using user ID,read a message using user id.,,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Go-Messenger,https://rapidapi.com/yusufzai12397/api/go-messenger/,go-messenger.p.rapidapi.com,GET:Read All Messages,Read all messages of the user.,,[{}],[{}]
Branded SMS Pakistan,https://rapidapi.com/BrandedSMSPakistan/api/branded-sms-pakistan/,branded-sms-pakistan.p.rapidapi.com,GET:Send Message to Multiple Numbers,This API is useful to send a branded sms to multiple numbers,,[{}],"[{'参数名': ['status'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Return Message ID']}]"
Branded SMS Pakistan,https://rapidapi.com/BrandedSMSPakistan/api/branded-sms-pakistan/,branded-sms-pakistan.p.rapidapi.com,GET:Short Code Sender Message API,Use this API to integrate SMS system with your API. Send Message by a Short Code,,[{}],"[{'参数名': ['status'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Return Message ID']}]"
Branded SMS Pakistan,https://rapidapi.com/BrandedSMSPakistan/api/branded-sms-pakistan/,branded-sms-pakistan.p.rapidapi.com,GET:Send Single Message,This API is useful to send a branded sms to single number,,[{}],"[{'参数名': ['status'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Return Message ID']}]"
Branded SMS Pakistan,https://rapidapi.com/BrandedSMSPakistan/api/branded-sms-pakistan/,branded-sms-pakistan.p.rapidapi.com,GET:Account Balance,Get SMS Credit and Expiry Date,,"[{'参数名': ['key', 'email'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['API Key', 'Account Email Address']}]",[{}]
Branded SMS Pakistan,https://rapidapi.com/BrandedSMSPakistan/api/branded-sms-pakistan/,branded-sms-pakistan.p.rapidapi.com,GET:Message Delivery Status,Request Message Delivery Status,,"[{'参数名': ['key', 'email', 'id'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['API Key', 'Email Address', 'SMS Response ID']}]",[{}]
SMSWAY APP,https://rapidapi.com/mddoulat/api/smsway-app/,smsway-app.p.rapidapi.com,POST:Messages-SendMessage,Send an SMS to defined phone recipient,Messages,[{}],[{}]
SMSWAY APP,https://rapidapi.com/mddoulat/api/smsway-app/,smsway-app.p.rapidapi.com,GET:Messages-GetSent,Get the list of sent messages on your account,Messages,"[{'参数名': ['key', 'priority', 'page', 'device', 'api', 'limit'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['The api key you copied from the SMSWAY APP (Tools -> API Keys) page', 'Only get prioritized sent messages (Optional)\n1 = Yes\n0 = No (Default)', 'Pagination number to navigate result sets (Optional)', 'Get messages only from specific device (Optional)', 'Only get sent messages by API (Optional)\n1 = Yes\n0 = No (Default)', 'Number of results to return, default is 10 (Optional)']}]",[{}]
SMSWAY APP,https://rapidapi.com/mddoulat/api/smsway-app/,smsway-app.p.rapidapi.com,GET:Messages-GetReceived,Get the list of received messages on your account,Messages,"[{'参数名': ['key', 'limit', 'page', 'device'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['The api key you copied from the SMSWAY APP (Tools -> API Keys) page', 'Number of results to return, default is 10 (Optional)', 'Pagination number to navigate result sets (Optional)', 'Get messages only from specific device (Optional)']}]",[{}]
SMSWAY APP,https://rapidapi.com/mddoulat/api/smsway-app/,smsway-app.p.rapidapi.com,GET:Messages-GetPending,Get the list of pending messages for sending,Messages,"[{'参数名': ['key', 'device'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['The api key you copied from the SMSWAY APP (Tools -> API Keys) page', 'Get messages only from specific device (Optional)']}]",[{}]
SMSWAY APP,https://rapidapi.com/mddoulat/api/smsway-app/,smsway-app.p.rapidapi.com,POST:AddressBook-CreateGroup,Create and save a new contact group to your account,Groups,[{}],[{}]
SMSWAY APP,https://rapidapi.com/mddoulat/api/smsway-app/,smsway-app.p.rapidapi.com,GET:Address Book-GetGroups,Get the list of your cantact groups,Groups,"[{'参数名': ['key'], '参数类型': ['STRING'], '参数注意事项': ['The api key you copied from the SMSWAY APP (Tools -> API Keys) page']}]",[{}]
