API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,GET:Get Product,,Catalog,"[{'参数名': ['id'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]",[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,POST:Place Order,,Order,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,DELETE:Delete from Order,,Order,"[{'参数名': ['productId', 'id'], '参数类型': ['NUMBER', 'NUMBER'], '参数注意事项': ['', '']}]",[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,DELETE:Cancel Order,,Order,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,GET:Get User Orders,,Order,[{}],[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,POST:Create Order,,Order,[{}],[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,GET:Get Order,,Order,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,POST:Add to Order,,Order,[{}],[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,POST:Create User (Sign Up),,Authentication,[{}],[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,POST:Login,,Authentication,[{}],[{}]
Lab 1,https://rapidapi.com/eugenia-org-eugenia-org-default/api/lab-1/,lab-1.p.rapidapi.com,GET:Me,,Authentication,[{}],[{}]
How to login to Mega888,https://rapidapi.com/malaysiamega888/api/how-to-login-to-mega888/,how-to-login-to-mega888.p.rapidapi.com,GET:Mega888 Malaysia,The Reputed Mega888 Malaysia Agent is one of the most popular online casinos to make money while playing games. It is very easy to use the platform and play Mega888 Slot Game. At Agen Mega888 website you’ll experience so much fun and entertainment that is why it’s nearly impos...,,[{}],[{}]
testing,https://rapidapi.com/AmirFischer/api/testing761/,testing761.p.rapidapi.com,GET:Random Number Fact,Random Number Fact,random,[{}],[{}]
testing,https://rapidapi.com/AmirFischer/api/testing761/,testing761.p.rapidapi.com,GET:Fact for specific number,Fact for specific number,{number},"[{'参数名': [], '参数类型': [], '参数注意事项': []}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,GET:getPetById,Returns a single pet,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet to return']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,POST:addPet,Pet object that needs to be added to the store,pet,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,POST:uploadFile,,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet to update']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,POST:updatePetWithForm,,pet,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,PUT:updatePet,Pet object that needs to be added to the store,pet,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,GET:findPetsByStatus,Multiple status values can be provided with comma separated strings,pet,"[{'参数名': ['status'], '参数类型': ['ARRAY'], '参数注意事项': ['Status values that need to be considered for filter']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,DELETE:deletePet,,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['Pet id to delete']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,GET:findPetsByTags,"Muliple tags can be provided with comma separated strings. Use tag1, tag2, tag3 for testing.",pet,"[{'参数名': ['tags'], '参数类型': ['ARRAY'], '参数注意事项': ['Tags to filter by']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,POST:placeOrder,order placed for purchasing the pet,store,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,GET:getInventory,Returns a map of status codes to quantities,store,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,GET:getOrderById,For valid response try integer IDs with value >= 1 and <= 10. Other values will generated exceptions,store,"[{'参数名': ['orderId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet that needs to be fetched']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,DELETE:deleteOrder,For valid response try integer IDs with positive integer value. Negative or non-integer values will generate API errors,store,"[{'参数名': ['orderId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of the order that needs to be deleted']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,POST:createUsersWithArrayInput,List of user object,user,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,GET:logoutUser,,user,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,PUT:updateUser,This can only be done by the logged in user.,user,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,POST:createUsersWithListInput,List of user object,user,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,DELETE:deleteUser,This can only be done by the logged in user.,user,"[{'参数名': ['username'], '参数类型': ['STRING'], '参数注意事项': ['The name that needs to be deleted']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,POST:createUser,This can only be done by the logged in user.,user,[{}],[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,GET:loginUser,,user,"[{'参数名': ['password', 'username'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['The password for login in clear text', 'The user name for login']}]",[{}]
ThisshouldbeFREE,https://rapidapi.com/team22/api/thisshouldbefree/,thisshouldbefree.p.rapidapi.com,GET:getUserByName,,user,"[{'参数名': ['username'], '参数类型': ['STRING'], '参数注意事项': ['The name that needs to be fetched. Use user1 for testing.']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,GET:findPetsByTags,"Muliple tags can be provided with comma separated strings. Use tag1, tag2, tag3 for testing.",pet,"[{'参数名': ['tags'], '参数类型': ['ARRAY'], '参数注意事项': ['Tags to filter by']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,DELETE:deletePet,,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['Pet id to delete']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,GET:getPetById,Returns a single pet,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet to return']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,PUT:updatePet,Pet object that needs to be added to the store,pet,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,POST:updatePetWithForm,,pet,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,GET:findPetsByStatus,Multiple status values can be provided with comma separated strings,pet,"[{'参数名': ['status'], '参数类型': ['ARRAY'], '参数注意事项': ['Status values that need to be considered for filter']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,POST:addPet,Pet object that needs to be added to the store,pet,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,POST:uploadFile,,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet to update']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,GET:getInventory,Returns a map of status codes to quantities,store,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,GET:getOrderById,For valid response try integer IDs with value >= 1 and <= 10. Other values will generated exceptions,store,"[{'参数名': ['orderId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet that needs to be fetched']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,DELETE:deleteOrder,For valid response try integer IDs with positive integer value. Negative or non-integer values will generate API errors,store,"[{'参数名': ['orderId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of the order that needs to be deleted']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,POST:placeOrder,order placed for purchasing the pet,store,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,GET:loginUser,,user,"[{'参数名': ['password', 'username'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['The password for login in clear text', 'The user name for login']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,POST:createUsersWithListInput,List of user object,user,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,POST:createUsersWithArrayInput,List of user object,user,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,PUT:updateUser,This can only be done by the logged in user.,user,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,GET:getUserByName,,user,"[{'参数名': ['username'], '参数类型': ['STRING'], '参数注意事项': ['The name that needs to be fetched. Use user1 for testing.']}]",[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,GET:logoutUser,,user,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,POST:createUser,This can only be done by the logged in user.,user,[{}],[{}]
FreePlanwithHardLimit,https://rapidapi.com/team22/api/freeplanwithhardlimit/,freeplanwithhardlimit.p.rapidapi.com,DELETE:deleteUser,This can only be done by the logged in user.,user,"[{'参数名': ['username'], '参数类型': ['STRING'], '参数注意事项': ['The name that needs to be deleted']}]",[{}]
versions-paid,https://rapidapi.com/michael--1O36NJeg/api/versions-paid/,versions-paid.p.rapidapi.com,GET:v1,v1,,[{}],[{}]
Putreq,https://rapidapi.com/antonyrapid/api/putreq/,putreq.p.rapidapi.com,GET:Endpoint A,end,,[{}],[{}]
Putreq,https://rapidapi.com/antonyrapid/api/putreq/,putreq.p.rapidapi.com,GET:Endpint B,efsdfs,,[{}],[{}]
Putreq,https://rapidapi.com/antonyrapid/api/putreq/,putreq.p.rapidapi.com,POST:putReq,put req,,[{}],[{}]
underscore test,https://rapidapi.com/alextrevgoda/api/underscore-test/,underscore-test.p.rapidapi.com,GET:/test,/test,,[{}],[{}]
short link shopee,https://rapidapi.com/shang9x/api/short-link-shopee/,short-link-shopee.p.rapidapi.com,GET:ví dụ 2 link shopee rút gọn,ví dụ 1,,"[{'参数名': ['appid', 'secret', 'link'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['', '', '']}]",[{}]
short link shopee,https://rapidapi.com/shang9x/api/short-link-shopee/,short-link-shopee.p.rapidapi.com,GET:ví dụ 1,ví dụ 1,,"[{'参数名': ['appid', 'secret', 'link'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['', '', '']}]",[{}]
versioning-free,https://rapidapi.com/michael--1O36NJeg/api/versioning-free/,versioning-free.p.rapidapi.com,GET:v1,v1,,[{}],[{}]
AuditsNotShowing,https://rapidapi.com/this-is-an-org-default/api/auditsnotshowing/,auditsnotshowing.p.rapidapi.com,GET:ep1,this is ep1,,[{}],[{}]
xavi,https://rapidapi.com/xavitorrents-xavitorrents-default/api/xavi/,xavi.p.rapidapi.com,GET:test,tteet,,[{}],[{}]
Keys-API,https://rapidapi.com/use931-use931-default/api/keys-api/,keys-api.p.rapidapi.com,GET:Ip,Cấu hình,,[{}],[{}]
nivito au,https://rapidapi.com/uhardemos/api/nivito-au/,nivito-au.p.rapidapi.com,GET:nivito au,Looking for a sleek and stylish kitchen faucet to complete your modern kitchen design? Look no further than the Nivito Kitchen Faucet. This elegant faucet is made from high-quality materials and features a contemporary design that will perfectly complement your kitchen décor. ...,,[{}],[{}]
my-api,https://rapidapi.com/shayanzd3000/api/my-api6/,my-api6.p.rapidapi.com,GET:test,test,,[{}],[{}]
lakshsucks,https://rapidapi.com/young-justice-young-justice-default/api/lakshsucks/,lakshsucks.p.rapidapi.com,GET:Test,test,,[{}],[{}]
Testing123,https://rapidapi.com/arthurducker54-s5RJ9jdSZtx/api/testing1232/,testing1232.p.rapidapi.com,GET:echo,test,,[{}],"[{'参数名': ['testparam'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
Sharing project,https://rapidapi.com/eugenia-org-eugenia-org-default/api/sharing-project/,sharing-project.p.rapidapi.com,POST:createPets,,pets,[{}],[{}]
Sharing project,https://rapidapi.com/eugenia-org-eugenia-org-default/api/sharing-project/,sharing-project.p.rapidapi.com,GET:listPets,,pets,[{}],"[{'参数名': ['limit'], '参数类型': ['NUMBER'], '参数注意事项': ['How many items to return at one time (max 100)']}]"
Sharing project,https://rapidapi.com/eugenia-org-eugenia-org-default/api/sharing-project/,sharing-project.p.rapidapi.com,GET:showPetById,,pets,"[{'参数名': ['petId'], '参数类型': ['STRING'], '参数注意事项': ['The id of the pet to retrieve']}]",[{}]
Apitest2605,https://rapidapi.com/ElenaTest/api/apitest2605/,apitest2605.p.rapidapi.com,GET:Get user,Get user by ID,,[{}],[{}]
AbobakrAshraf221,https://rapidapi.com/heemau2001/api/abobakrashraf221/,abobakrashraf221.p.rapidapi.com,GET:m1223saa,سهولة الوصول إلينا,,[{}],"[{'参数名': ['fathia', 'fgsjffh'], '参数类型': ['OBJECT', 'STRING'], '参数注意事项': ['', '']}]"
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,GET:findPetsByTags,"Muliple tags can be provided with comma separated strings. Use tag1, tag2, tag3 for testing.",pet,"[{'参数名': ['tags'], '参数类型': ['ARRAY'], '参数注意事项': ['Tags to filter by']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,GET:getPetById,Returns a single pet,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet to return']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,POST:addPet,Add a new pet to the store,pet,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,POST:uploadFile,uploads an image,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet to update']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,DELETE:deletePet,Deletes a pet,pet,"[{'参数名': ['petId'], '参数类型': ['NUMBER'], '参数注意事项': ['Pet id to delete']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,PUT:updatePet,Update an existing pet,pet,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,GET:findPetsByStatus,Multiple status values can be provided with comma separated strings,pet,"[{'参数名': ['status'], '参数类型': ['ARRAY'], '参数注意事项': ['Status values that need to be considered for filter']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,POST:updatePetWithForm,Updates a pet in the store with form data,pet,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,GET:getInventory,Returns a map of status codes to quantities,store,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,DELETE:deleteOrder,For valid response try integer IDs with positive integer value. Negative or non-integer values will generate API errors,store,"[{'参数名': ['orderId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of the order that needs to be deleted']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,POST:placeOrder,Place an order for a pet,store,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,GET:getOrderById,For valid response try integer IDs with value >= 1 and <= 10. Other values will generated exceptions,store,"[{'参数名': ['orderId'], '参数类型': ['NUMBER'], '参数注意事项': ['ID of pet that needs to be fetched']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,POST:createUsersWithListInput,Creates list of users with given input array,user,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,DELETE:deleteUser,This can only be done by the logged in user.,user,"[{'参数名': ['username'], '参数类型': ['STRING'], '参数注意事项': ['The name that needs to be deleted']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,POST:createUser,This can only be done by the logged in user.,user,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,GET:getUserByName,Get user by user name,user,"[{'参数名': ['username'], '参数类型': ['STRING'], '参数注意事项': ['The name that needs to be fetched. Use user1 for testing.']}]",[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,POST:createUsersWithArrayInput,Creates list of users with given input array,user,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,PUT:updateUser,This can only be done by the logged in user.,user,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,GET:logoutUser,Logs out current logged in user session,user,[{}],[{}]
ThisisaPublicAPI,https://rapidapi.com/team22/api/thisisapublicapi/,thisisapublicapi.p.rapidapi.com,GET:loginUser,Logs user into the system,user,"[{'参数名': ['password', 'username'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['The password for login in clear text', 'The user name for login']}]",[{}]
usenglish2,https://rapidapi.com/madaraavv-W48UAOORQzi/api/usenglish2/,usenglish2.p.rapidapi.com,GET:usenglish2,usenglish2,,[{}],[{}]
Musk plane,https://rapidapi.com/xaccont0/api/musk-plane/,musk-plane.p.rapidapi.com,GET:Elon plane,Elon plane Locate,,[{}],[{}]
Twitter Private,https://rapidapi.com/tokcount-tokcount-default/api/twitter-private/,twitter-private.p.rapidapi.com,GET:Twitter Tweet,Get tweet data,,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Twitter Private,https://rapidapi.com/tokcount-tokcount-default/api/twitter-private/,twitter-private.p.rapidapi.com,GET:Twitter User,Get info about Twitter User,,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Name,https://rapidapi.com/99panoply99-99panoply99-default/api/name14/,name14.p.rapidapi.com,GET:Name,Desc,,[{}],[{}]
Easy QRcode Logo,https://rapidapi.com/mkdilib/api/easy-qrcode-logo/,easy-qrcode-logo.p.rapidapi.com,POST:QRCode image,"This end point takes a ""GET"" request with url as a parameter and returns qr code image",,[{}],[{}]
AdGuru - Better Than Chat GPT,https://rapidapi.com/ub-creations-ltd-ub-creations-ltd-default/api/adguru-better-than-chat-gpt1/,adguru-better-than-chat-gpt1.p.rapidapi.com,GET:Generate Ad Copy,Generate AI based Ad Copy for your product that actually SELL,,"[{'参数名': ['input'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Capsulink,https://rapidapi.com/kavackys/api/capsulink/,capsulink.p.rapidapi.com,POST:Login,Create a new API key,,[{}],[{}]
Capsulink,https://rapidapi.com/kavackys/api/capsulink/,capsulink.p.rapidapi.com,POST:Create a new link,Shorten a URL and get it's data,,[{}],[{}]
Instant messaging,https://rapidapi.com/sends.im/api/instant-messaging/,sends-im-instant-messaging-v1.p.rapidapi.com,POST:messages/send,This method allows you to send a new instant message to your recipient.,,"[{'参数名': ['api_key', 'ims_id', 'message', 'recipient'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Get your API key here - http://admin.sends.im/settings', 'Instant Messaging System (1-WhatsApp, 5-Skype, etc)', 'Your instant message', 'Your instant message recipient']}]",[{}]
Instant messaging,https://rapidapi.com/sends.im/api/instant-messaging/,sends-im-instant-messaging-v1.p.rapidapi.com,POST:messages/info,This method allows you to get the information for a sent instant message.,,"[{'参数名': ['api_key', 'message_id'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Get your API key here - http://admin.sends.im/settings', 'Message ID']}]",[{}]
August101,https://rapidapi.com/sdjhbsfbhjsdfkbjfsdkbj234/api/august101/,august101.p.rapidapi.com,GET:/,/,,[{}],[{}]
testsdfsdffsdfdf,https://rapidapi.com/mytestorgrakuten-mytestorgrakuten-default/api/testsdfsdffsdfdf/,testsdfsdffsdfdf.p.rapidapi.com,GET:/,/,,[{}],[{}]
test10,https://rapidapi.com/stam100000000/api/test10100/,test10100.p.rapidapi.com,PUT:name your endpoint,Describe what this endpoint does,,[{}],[{}]
moneysaverhelp.co.uk zapier,https://rapidapi.com/sourbean42/api/moneysaverhelp-co-uk-zapier/,moneysaverhelp-co-uk-zapier.p.rapidapi.com,POST:payload,payload,,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:send_link_coupon,,Shops (Gebtam),[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:login,,Shops (Gebtam),[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:Coupon_createv2,,Shops (Gebtam),[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:shopapp/register,,Shops (Gebtam),[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:shop/pmt_create,,Shops (Gebtam),[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:Shops_check_token_shops,,Shops (Gebtam),[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:coupon_create,,Shops (Gebtam),[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:CreateProduct,,Shops (Gebtam),[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:branch_create,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:zoneSave,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:Shopsget_coupon,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:use_coupon_report91,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:coupon_detail,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:check_otp_code,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:feedSave,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:call_shop_detail,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:get_invite_exhibition,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:get_reque_exhibition,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:get_sub_list,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:coupon_order_list,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:use_coupon_report,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:add_sub_exhibition,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:zone_coupon_list,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:Shopsget_coupon_list,,Shop,[{}],[{}]
ticketpocket,https://rapidapi.com/mawining/api/ticketpocket1/,ticketpocket1.p.rapidapi.com,POST:get_shop_all_exhibition,,Shop,[{}],[{}]
